deathRate,medIncome,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctHS18_24,PctBachDeg18_24,PctUnemployed16_Over,PctPrivateCoverage,PctPublicCoverage,PctMarriedHouseholds,BirthRate
131.6,49380,11.7,49.4,2.99,50.9,44.4,0,5.7,59.7,40.3,55.92848181,1.604584527
173.6,35955,17.8,44.9,2.59,54.4,38.4,2.3,9.7,54.7,40.3,50.8656873,8.792924037
167.4,46061,14.2,40.6,2.44,52.6,33.3,8.6,6.8,68.1,38.2,51.07688874,5.866611774
181.1,30699,35.6,39.7,2.65,37.8,42.4,0.2,13.9,39.5,58,36.76248109,4.373757455
171.7,49886,16.2,40.1,2.57,47.5,23.8,1.4,6.4,68.1,40.2,52.40728692,5.736868944
163.7,58792,10.2,38.2,2.95,55.1,31.3,9.3,9.7,71.2,30.8,59.52341552,5.621301775
165.8,50225,14.2,37.7,2.43,37.9,15.6,15.9,5.4,77.6,29.6,48.69158879,3.908484271
172.2,52138,13.1,43.4,2.4,55.4,38.4,6,7.6,70.1,36.8,53.04143193,5.996296824
152.3,49689,12.1,46.9,2.37,65.4,19,16.8,5.4,70.3,44.8,64.42074649,6.910994764
194.4,50750,12.6,47.5,0.0222,56.1,40.6,7.7,8.1,70.5,38.6,51.66994106,4.903978052
195.3,46289,13.2,39.2,2.51,51.1,45.2,6.4,8.5,69.9,34.1,49.13461538,4.770134808
152.5,47966,22.6,29.3,2.38,39.3,14.3,14.3,6.5,77.3,24.6,39.72870157,3.467190704
196,46870,14.4,42,2.31,51.1,43,4.7,5.4,70.2,38.5,47.89838008,4.048467569
199.1,50645,13.9,43.4,2.4,57,36.9,11,8.5,63.6,43.6,54.15977133,5.790960452
190,45709,13.6,42.8,2.39,56.5,37.1,11.5,6.7,62.2,46.2,54.57013575,6.40518172
167,60556,9.9,40.1,2.59,53,25.4,8.6,4.9,80.2,28.1,57.13255445,3.719306692
176.1,41319,22.9,33.3,2.31,42,14.8,11.2,9.7,69.2,34.3,43.22746048,4.437890116
177,55058,17.1,35.9,2.65,41.9,26.7,15.5,10.7,61.5,32.6,41.00879123,4.994880839
191.5,45889,15.2,42.4,2.37,52.9,29.3,5.7,6.8,68.1,38.3,53.84514436,3.962879358
201.4,49567,12.2,41.6,2.51,56.1,36.1,9.5,7.4,68.1,40.1,55.0812065,6.796116505
171.7,56536,14.7,30.3,2.65,41.4,20.4,10.6,10.4,73.3,27,45.12060962,4.533178353
195.5,55193,10.9,42.8,2.36,56.5,44.7,8.3,7.7,72.5,35.9,52.6754386,8.025966362
177.5,52526,10,38.3,2.58,57.7,29.7,7.1,6.1,64.6,31.4,55.88080861,6.28798504
152.7,80037,7.9,38.8,2.72,55.6,26.3,18,7,79,22.8,57.95795707,4.783276672
177,45485,15.1,43.4,2.29,56.3,36.4,6.1,9.6,67.2,40.8,52.3587351,6.41025641
189.9,46894,11.6,43.7,2.37,55.1,26.5,7.3,8.3,69.3,39.9,52.20825853,9.853733641
129.9,86413,6.3,38,3.14,62.6,30.2,11.3,6.2,79.6,16.8,70.02327635,5.246691229
198.3,38055,24.4,40.9,2.54,52.6,37.6,3,8.4,53.3,42.7,52.2945571,6.796906797
165.3,55516,17.4,34.8,2.5,38.3,21.6,15.5,9.9,67.8,24.6,36.35648244,4.41557191
136.4,40010,19.7,45.1,2.58,59.3,42.9,2.8,10,51.5,41.1,58.65270824,6.54966528
211.1,39643,19.4,40,2.67,54.7,51.7,3.3,7.1,66.6,27.8,57.98394291,0.855920114
168.9,46737,19.3,40.5,2.49,48.9,39.8,5.4,9.3,58.7,36.2,46.22883848,5.647184414
191.7,43880,17.8,37,2.83,53.8,36.2,2.8,8.3,56.1,33.9,55.57090946,6.428197261
199.1,35237,26.2,39.1,2.7,47.3,38.3,0.8,10.5,44.2,43.4,47.69147789,3.794871795
177.8,42823,24.4,47.6,2.4,52.7,37.8,7.4,6.8,54.8,44.2,50.23110183,6.786885246
146.1,59858,13.4,414,3.12,52.2,31.8,9.5,8.3,65.2,21.8,56.50014415,4.837677143
180.5,40994,15.3,38.8,2.74,53.7,36.2,5.8,7.7,60.3,33.8,57.34660926,6.010723356
153.5,52238,16.8,35.6,3,52.2,36.3,3.8,7.5,61.5,29.4,56.16692476,6.393153226
160.6,26309,35.3,43.9,2.49,30.2,35.4,4,14.6,54.8,45.1,33.64120782,3.166561115
213.9,40387,18.8,40.3,2.63,55.2,39.5,6.1,12.3,58,36.9,55.69738191,6.089508437
139.4,66249,9.5,43.1,2.79,56.7,25.1,8.3,8,73.7,28.8,62.51512532,5.808219178
166.4,38564,21.4,43.2,2.48,52.9,41,5.1,6.2,55.6,38.8,50.8789553,8.220466516
178.8,41348,19,40.1,2.65,52.2,30.1,5.3,12.1,53.3,39.7,51.36070111,5.545147996
175.9,60388,13.7,36.3,3,50.6,34.5,6,10.3,69.1,26,54.53251946,3.860213737
174,53027,17.2,34.8,2.72,51.7,36.7,6.2,9.7,69.3,29.7,51.96295401,5.666906226
192.8,35955,25.3,39,2.71,47.3,39.9,6.1,6.8,48.5,43.1,49.2949111,5.602094241
213.2,51931,13.5,38.3,2.88,56.7,40.7,1.6,7.9,67.6,27.4,59.92968453,4.117165096
169.3,41818,18.2,39.9,2.61,53.8,50,2.6,12.7,55.5,37,54.22316931,3.74722134
171.6,35235,24.8,36.1,2.75,54.9,22.7,10.5,6.6,45.8,42.3,53.23834197,4.831625183
211.2,30835,26.4,38.4,0.0261,41.6,35.7,0.5,17,43.3,42.4,40.59765561,4.429860541
215,30678,34.6,40.7,2.53,37.6,28.8,3.9,10.3,44.9,45.3,34.62088698,3.774792067
167.8,29818,30.4,39.6,2.8,42,35.8,1.5,9,52.2,39.8,48.98454077,2.640934485
162.1,51749,14.5,39.4,2.76,52.5,40.7,1.8,9.5,65.1,31.8,56.32384273,3.929500144
204.1,40339,21.3,38.6,2.62,45.3,27.4,0.8,15.6,58.4,36.9,49.75897994,4.34410443
209.2,37113,23.9,33.6,2.72,48.5,26.4,10.8,14.6,46.9,37.5,47.60237069,6.906534326
169.7,35807,25.4,38.5,2.65,45,41.3,3.8,6.6,57.4,39,45.14172336,4.598218303
192.8,64533,11.8,36.7,2.76,56.4,23.2,10,7.2,73.5,24.5,61.04842736,5.414364641
170.3,41682,17.2,27.6,2.72,54.1,45.3,2.7,12.9,69.5,26.4,51.98099638,9.713596623
196.7,39484,17.9,47.2,2.23,46.5,36.6,6.1,9.3,58.6,38,43.21167883,1.638311279
180.9,43193,21.9,31.2,3.27,47.6,53.4,1.7,15.6,60.5,31.3,51.32549332,5.82010582
180.9,38887,24.5,29.4,2.78,40.6,25.7,5.4,13,58.5,31.5,42.70748576,6.143722718
158.1,44653,18.6,36,2.66,47.5,23.2,8.9,8.2,66.3,28.9,50.8388959,3.509433962
219.5,37413,27.6,38.2,2.61,48.4,27.4,2.3,9.5,54.9,37.9,47.41114254,5.374121538
143.9,37603,23.3,47.6,2.63,47.8,51.6,2.1,8.8,54.3,42.1,45.9592145,2.708877285
214.9,29430,34.1,40.5,2.62,34.5,25.1,1.8,18.7,49.2,40.8,37.7028181,6.381381381
227.2,45557,19.7,40.2,2.75,50.8,35.9,7.4,8.7,59,34.9,52.26091221,5.50827789
159.3,36055,25.9,500.4,2.83,44.1,41.2,6.8,14.3,56.5,36.4,43.53518822,12.64845606
173.9,37243,23.6,42.1,2.65,48.7,30.1,5.1,12.8,51.2,42.6,47.19879139,6.365870002
200.8,35276,25.1,41,0.0242,49.6,42.2,3.4,6.5,52.6,43.6,46.04377104,2.32
179.7,32711,32.6,37.6,2.55,39.8,41.8,1.3,13.5,46.6,42.1,41.19164619,7.192480588
139.2,53542,14.8,41.9,2.68,51.1,31.8,9.7,10.5,66.2,31.9,55.31781651,4.581280788
163.1,36436,22.4,38,2.62,45.1,27.5,9.2,6.7,54.3,37.7,48.53503185,6.796116505
172.3,50295,15,43.2,2.76,53.8,45.9,4.2,6.9,66.2,33.8,56.46618884,3.7027833
204,40976,18.7,37.2,2.75,54.4,34.1,2.1,11.1,53.2,33.8,54.97330711,3.893548721
190,41783,21.9,33.5,2.61,39.5,32.3,6.4,11,62.4,34.9,39.01594283,6.992367626
182.4,48058,19.4,429.6,2.92,44.4,33.9,3.2,11.8,60.6,33.6,47.2359343,6.215613383
140.8,80631,7.9,39.7,2.88,61.2,27,6.9,5,80.6,20.4,67.14646465,3.593692703
150.6,46840,15.8,42.4,2.63,52.6,39.2,9.7,5.3,62.2,35.3,54.51100686,6.672760512
173.2,63964,10.7,35.1,2.99,57.5,39.2,5.2,8.7,72.3,22.6,61.33374058,4.002336389
222.3,40550,21.7,34.7,2.5,44.7,23.3,5,11.3,60.9,33.9,46.71562217,2.874946891
176.4,51047,12.3,44.7,2.61,62.8,43.3,4.7,8.3,68,34.5,63.72496899,5.382482466
219.8,40526,18.9,39,2.72,50.2,44.9,2.8,8.9,54.2,37.7,51.56748911,7.704581719
224.3,50395,13.7,38.9,2.92,56.2,41.9,3.9,10.4,65.2,28,62.30679741,3.422926717
127.1,36128,23.9,41.3,0.0255,41.2,41.6,2.5,7.4,54.2,41.5,47.32708386,3.860242322
186.9,42125,18.9,45.6,2.49,58.7,46.7,5.1,6.3,61.9,38.7,56.32238242,5.057135911
250,29477,29.5,49.2,2.29,40.2,53.9,0,11.2,48.8,53.6,38.52216749,8.61618799
169,38449,20.6,47.8,2.34,55.1,37.6,4.6,7.3,50.8,40.6,51.99587568,5.049875312
127,25807,36.3,39.2,2.54,40.7,34.4,3.3,10.4,41.8,47.8,39.83536149,10.85271318
197.6,36012,26,33.3,2.68,35.2,38,7.3,12,56.6,38.9,34.5491049,6.251597303
162.1,48287,17.3,37.5,2.91,46.4,40,5.8,11.2,62.2,28.6,48.17540425,5.788659325
151.3,39601,20.1,38.4,2.7,53.4,28.3,0,12.4,51.7,38.1,51.72964343,6.255585344
214.9,34012,26.2,40,2.61,45.1,33,0.6,9.8,52,38.7,45.70888469,7.930489731
180.1,37672,26.4,45.1,2.62,46.9,23,3.4,9.4,51.1,43.1,47.7128143,2.387267905
196.2,35555,27.4,38.2,2.76,44.8,34.4,2.9,12.4,54.3,39.8,45.6838491,5.051532411
213.1,36870,20.9,41.2,2.7,54.9,28.2,5,10.6,59.1,39.3,57.56686236,7.304204452
228.8,27635,39.4,38,2.48,23.1,37.9,0,14.5,41.3,47.1,22.99248989,2.584269663
181.7,34017,33.9,34.6,2.58,37.6,28.8,4.7,14.4,49.3,45.7,38.83188635,6.812933025
178,46495,12.8,49.2,2.18,63.2,20.7,6.1,3.3,76.1,38.7,56.35407537,7.09382151
151.9,49513,17.9,30.1,2.46,43.6,15.9,7,4.9,79.5,26.5,46.2430072,4.61118069
161.5,52272,8.9,43.5,2.27,55.4,28.9,5.3,3.2,81.5,30.6,52.52364454,5.656722201
187.8,53291,12.1,41,2.51,50.6,34.3,3.9,5.4,73.1,34.1,51.24645469,5.169121658
148.8,88500,4.8,36.9,2.76,62.3,26.7,14.5,3.8,87.5,17,64.90514511,5.473379087
168.1,45179,15.7,48.3,2.19,61.1,44.2,3.6,7.4,61.7,49.5,54.46484132,7.941812463
167.2,51274,11.5,43,2.36,56.4,29.7,4.9,2.6,68.5,39.5,53.27640985,8.914100486
149,75122,6.2,40.2,2.63,57.2,37.8,5.6,5.5,80.1,27,60.30391761,5.001246158
161,55560,13.3,32.4,2.51,49.6,24.4,7.4,4.3,78.8,26.5,51.69798007,6.780928638
184.9,43674,17.8,42.5,2.48,57.1,37.4,6.1,7.4,57.6,45.2,55.39300057,7.495429616
128.7,48593,10.4,51.3,1.93,63.3,25.8,11.5,4,73.9,38.6,53.31825038,2.465166131
153.8,48176,12.9,42.8,2.38,57.7,36.8,6.8,4.9,70.6,43.5,53.63046662,8.062360802
176.7,50162,10.9,43.5,2.36,56.3,29.2,5.7,5.7,70.1,41.1,52.53935141,6.153360682
154.4,76269,7.3,37.5,2.59,55.2,30.2,13.4,5,82.2,22.7,54.81702095,5.401029725
153.6,68777,7.6,37.9,2.67,59.6,38.6,7,3.5,81.8,24.7,59.42297512,6.386701662
160.9,52298,9.6,44.1,2.32,59.8,25.3,9.1,4.5,77.9,35.2,56.35323607,6.190278355
158.9,48163,13.5,46.7,2.18,57.4,34.1,6,4.2,72.1,39.6,52.24348917,3.50678733
152.7,52444,11.6,43,2.4,59.1,31.1,5.9,4.3,74.8,33.2,55.92544836,5.655206776
164.1,47203,12.5,44.6,2.33,52.7,36.6,5.3,4.9,70.3,39,49.27268529,5.846508564
161.6,60869,9.6,43,2.42,55.8,36.9,9.4,5.3,77.2,31.3,54.15846326,6.13624545
159.9,48179,10.5,46.3,2.32,60.1,29.4,10.9,3.6,73.5,41.2,55.41501976,8.227848101
156.8,64490,13,36.1,2.39,47.2,22.5,19.9,6,75.4,27.3,43.89529902,5.881342381
141.8,59900,8.4,45,2.35,58.1,30.3,8.9,4.9,76.7,34.2,55.63023079,3.366021733
156,47944,12.2,48,2.32,62.6,42.5,6.1,5,67.9,44.9,58.75725504,3.229308005
177.3,65342,7.8,39.5,2.68,53.6,42.5,3.5,7.3,75,31.1,55.03236361,5.876216968
177.7,48525,14.7,45.9,2.33,58.5,27.1,5.5,7.1,69.6,40.6,55.68151859,6.184256155
130.4,53700,9.8,43.4,2.32,59.4,28,7.9,3.2,80.4,32.2,54.91502067,7.996051333
162.2,48908,13.8,43.9,2.55,54.9,40.1,4.5,9.8,64.6,44.5,54.8215151,4.499229584
147.5,57405,11.5,39.9,2.48,57.7,24,8.4,4.8,70.7,36.1,55.81102928,5.730234678
168.3,50372,9.9,48.1,2.28,54.7,33.9,8.1,2.8,73.8,36.5,51.67364017,6.869220608
173.3,44113,15.3,47.4,2.18,55,34.7,6.7,7.8,62.3,47.5,49.86310746,3.367670365
145.6,48245,10.4,49.8,2.24,61.2,33.7,4.5,3.7,78.6,38.4,55.75048733,6.786941581
164.5,52381,10.5,50.2,2.06,62.3,41.9,4.8,4.8,71.9,42.5,54.17731472,7.011070111
172.7,44727,10.7,50.3,2.4,52.3,62.5,5.8,4.8,69.4,40.1,51.32470733,5.924855491
166.9,61665,8.9,41.3,2.52,58.4,38.9,8.7,5.3,78.7,29.6,57.7359535,7.140456989
146.8,48449,10.2,46.5,2.25,59.1,31.6,11.3,2.8,78.6,33.7,54.22507008,5.539070228
163,53552,11.5,35.1,2.46,51.3,23.5,7.9,5.3,76.7,29.5,50.33139185,5.799293999
175.4,60114,7.9,39.9,2.4,56,27.8,9.3,4.5,77.3,32.1,53.36392469,7.114267269
215.7,39926,19.6,36.3,2.71,46.3,41,4.7,9.2,47.9,48.3,44.27786107,8.348623853
148.2,54433,9.6,43.8,2.32,59.4,35.1,4.6,4.7,76.8,32.1,54.6809039,6.110201855
162.5,52042,12.2,45.4,2.26,54.9,29.7,6.3,3.5,72.5,38.8,50.45861171,7.700101317
151.2,54354,10,42,2.48,60.4,37.2,4.5,4.7,75.7,32.6,57.3795509,6.093113066
190,48434,12,40.3,2.52,51.9,33.4,9.6,7.7,69.7,38.4,50.5574358,6.653151493
169.5,50685,11.8,41.2,2.43,57.5,35.1,4.4,5.8,71.3,37.6,55.11533853,5.734925549
155.6,47537,12.1,39,2.51,53.1,23.4,3.7,6.5,73.4,35,50.11345219,6.166646274
156.4,52219,9.6,47.6,2.24,61.4,32.6,9.6,4.5,76.2,36.3,55.47230399,6.466069142
133.3,61279,10.2,35.7,2.39,50.8,14.8,8,4,80.7,28,52.822868,5.329918283
138.1,50684,13,36.6,2.71,54.1,29.3,4.7,6.9,67.3,33.3,53.9275695,7.86717183
169.9,51597,13.4,45.4,2.4,56.2,31.8,7,5.1,70.3,40.5,54.91202346,6.289308176
142.2,69430,9.8,36.7,2.52,55.2,27.3,16.6,4.1,80.4,26.4,53.62614208,5.82767149
156.9,51510,11.2,46.7,2.34,60.2,31.1,9.5,4.4,74.7,38.3,57.03768405,7.511606314
174.2,50905,9.3,39.1,2.34,49.7,27.5,6.3,3,75.5,33.9,45.21959459,5.893845653
161.7,42157,17.5,43.7,2.42,51,40.7,3.4,7.4,68.4,40.4,50.62934601,4.865649964
173,47164,12.2,42.3,0.023,59.2,31.1,2.9,4.2,69.1,37.8,52.63819095,5.622270742
184.4,50175,12.7,38.9,2.37,52.8,26.5,5.1,4.6,72.5,34.5,51.04928083,7.867590454
154.5,51343,10.4,46.5,2.23,63,32.3,6.9,4.1,76.8,37.6,56.62299854,8.178625188
166.5,55070,16.5,34.6,2.47,44,25,15.4,7.1,68.8,33.6,41.77378576,6.13624584
157.6,48188,9.2,42.3,2.43,57.5,34.9,8.6,3.5,72.9,36,54.60565924,10.14120668
180.7,49934,12.4,43.2,2.43,54,35.1,10,4,71.6,36.5,51.81544316,5.74439157
176.5,54386,11.3,44.5,2.34,57.1,40.8,9.1,5,76.2,35,54.09241445,5.738255034
168.4,60317,13,36.4,2.5,49.2,18.6,3.7,5.6,78.4,25.9,54.56683827,4.613270514
147,55352,9.6,41.1,2.37,61,36.7,6.7,3.7,73.8,34.2,56.98651056,11.04133961
158.2,53838,9.2,41.2,2.44,59.7,40.7,3.6,2.7,80.4,29.6,56.07787274,6.330669945
184.8,49714,17,40.9,2.26,47.7,21.7,9.9,6.9,74,35.3,45.37228695,4.901104316
153.9,91688,5.5,35.5,2.9,60.3,27.9,14.9,4.6,85.5,16.8,64.00598227,6.064705544
170.5,76512,7.2,35.3,2.89,57.2,34.3,7,5.2,82.3,22.3,62.64473082,6.543533237
181.7,59893,9.2,41.4,2.46,58.3,38.5,4.9,5.5,76.6,32.2,56.65114732,5.58244595
153.7,55832,13.4,34,2.52,50,16.5,7.6,5,77.9,28.6,51.70872261,4.490661015
145.9,57850,10.9,39.8,2.52,55,32.9,9.1,4.9,76.1,32.1,53.89250928,6.135046611
146.2,55292,14.2,32.7,2.55,51.3,22.9,5.2,3.1,84.2,27.8,53.92584515,6.221294363
162.3,51032,10.8,44.5,2.21,57.5,38.7,6.8,3.9,72,38.6,52.02079887,9.56284153
147.2,43287,17.8,43,2.45,58.7,27.7,4.9,5.1,66.1,37.3,55.95080801,7.800672834
132.3,49536,12.2,48.4,2.19,62.9,13.3,17.2,2.9,75.8,41.7,57.34908136,4.967948718
160.2,58752,7.3,43.8,2.36,61.8,40.1,6.8,3.6,77.8,34.1,57.73483748,5.142332415
187.9,41909,15.8,43.3,2.35,52.2,27.7,3.9,5.2,62.5,47.7,47.68200247,5.574778931
163,54183,10.1,39,2.43,56.8,48,4.8,4.6,77,31.6,56.88737201,6.458604248
152.1,84113,6,38.9,2.67,57.2,28.9,13.2,4.8,85.7,21.2,59.14859455,5.104712042
159.7,48658,10.4,39.6,2.45,55.4,40.1,4.8,2.9,69.4,34.5,50.04494382,3.17533364
122.5,54536,10.3,43.7,2.29,56,28.6,7,2,79.1,30.4,51.9092219,7.810107198
166.8,49365,15.8,33.9,2.46,45.1,24.2,6.9,6.2,78.2,26.7,49.48604993,4.802427113
165.2,76489,6,35.6,2.82,60.5,26.8,9.2,5.2,81.3,23.3,62.21363084,6.296560212
151.9,51028,11.2,43,2.33,58.8,37.9,4.9,3.4,74.5,35,56.38703527,7.744282744
212.3,32327,32.9,40.7,2.5,37.8,44.7,2.3,11.3,46.8,46.4,35.79382487,3.939346569
187.8,35180,21.8,39.9,2.49,50.8,34.1,4.1,9,53.7,41.3,48.53437795,4.523580366
171.8,30668,23.2,45.3,2.55,44.8,44.4,1.7,12.7,46.1,49.3,44.77432297,3.098591549
200.3,32521,23.6,40.8,2.52,46.7,31.4,4.7,12.6,53.6,47,42.8667293,6.091370558
208.7,30665,25.6,39.8,2.83,47.4,55.3,0.1,17.1,56.3,39.8,50,0.41322314
241.9,29297,34,34.7,2.6,31.1,26.3,2.7,15.3,42.8,46.8,31.49733484,4.919773478
228.6,33141,25,40.5,2.46,47.8,28.8,5.5,10.1,50.6,46,45.06923337,5.766908213
191.7,38219,17.9,44.6,2.75,53.1,31.8,5,11.9,53.6,45.3,58.25663238,3.765060241
198.9,31616,24.7,37.7,2.63,43.4,30.1,4.1,12.2,54.1,45.2,44.69463294,7.273181705
151.2,34548,24.2,42.8,2.49,46.8,19.7,9.4,14.2,50.6,46.8,44.50499546,4.786324786
175.9,26083,42.6,32.7,2.74,26.2,33,2.3,17.5,37.9,52.9,25.50125313,5.663430421
191.4,34910,22.4,41.3,2.51,48.7,31.1,4.3,11.7,55.1,43.9,47.61023743,6.761177754
187.5,33939,28.4,38.8,2.57,44.2,26.4,0.9,16.2,52.9,44,43.20718409,3.726061615
266.7,28647,35,33.5,2.62,31.4,23.6,3.1,20.3,42.7,49.9,29.76495727,6.156510786
194.9,35314,26,38.1,2.82,43.7,39,2.8,14.3,48.7,42.3,46.62601626,4.448742747
205.1,31835,26.5,37.6,2.76,44.7,36.5,0.8,13.7,50.5,44.7,45.0853781,6.243007384
193.9,58479,10.1,36,2.8,52.3,27.7,8.1,7.6,72.7,25.1,53.63939343,4.636235598
209.2,36808,26.4,31.9,2.58,38.9,18.7,7.8,13.1,56.5,35.7,38.54840439,4.81629545
261,29090,26.8,39.8,2.39,59.2,32.5,3.5,12.3,44.8,47.5,55.49945907,6.838709677
191.1,48264,16.8,37.9,0.0241,43.7,31.3,10.3,8.4,69.2,33.1,40.80152485,5.584172261
186.9,51227,14.7,37.4,2.65,55.1,32.6,9.1,8.8,68,32.7,57.68894714,5.553303608
246.4,34271,25.6,40.9,2.53,57.1,32.3,0,9.1,48.8,51.8,56.85666851,5.022573363
195.8,54728,15.5,36.4,2.58,46.6,31.9,11.1,7.7,70.6,29.6,45.70992366,6.589773358
216.8,27709,33.7,40.8,2.57,49.2,23.4,2.1,14.6,47.1,51,51.18649733,6.41509434
224.6,26048,34.9,39.2,2.5,47.5,45.2,1.1,15.7,40.3,55.5,45.63246972,4.863950374
192.6,40312,18,40.6,2.6,49.4,47.8,4,9.3,57.7,46.8,51.95195195,5.039267016
216.7,34678,24.7,38.5,2.54,52.9,42.1,5.7,12.4,53.3,43.8,51.63615956,5.76001128
269.2,32835,25.9,40.3,2.6,57.2,39.7,1.5,7.8,54.3,43,56.87054533,3.753424658
275.9,25473,35,41.9,2.2,44.6,35.8,0,12.2,41.5,52.4,42.14760406,2.731512325
262.7,27777,33,42,2.59,49.5,51.5,0,17,46.5,51.5,48.69879518,3.237555645
226.5,28574,30.1,41.6,2.44,55.2,28.5,1,12.6,47,52.3,52.30400334,5.618408437
239.3,30217,34.4,40.8,2.54,55.1,40.3,1.7,8.4,49.1,47.6,53.7874558,3.777923784
199.1,35368,27.6,40.3,2.48,53.9,47.3,0.5,10.5,55.7,42.4,52.04708291,7.499096494
211.7,42892,14.1,45.9,2.44,61.1,43.6,2.5,6.7,67.4,40.9,59.77522216,1.418067227
206.8,41150,16.9,40.5,2.44,52.2,43.8,4.8,7.7,60.1,39.2,48.56485741,4.897396103
202,43067,15.4,49,2.19,46.9,59,1.7,7.6,70.1,40.9,49.65944272,2.598366741
168.9,41216,17.5,42.5,2.33,49,35.6,4.6,6.1,65.2,37.9,45.15519372,5.282054823
265.8,24265,47,38.8,2.56,47.4,48.9,0,19,42.5,57.2,51.10721682,1.549958483
215.1,42288,16.9,41.8,0.025,60.1,40.1,5.5,8.4,63.9,41.9,57.86113328,7.128810226
205,44358,19.7,33.9,2.49,44.8,24.8,9.2,8.6,68.2,31.4,47.19623253,4.761498421
221.5,29421,30.2,41,2.57,52.6,44,0.5,12.2,44.6,53,53.18254604,5.955168953
193.4,39089,21.8,38.8,2.51,49.9,48.5,2.6,9.2,65.5,37.3,49.87153482,7.024889509
185.3,45596,13.1,44.9,2.43,59,37.1,8.1,7.7,68.2,39.7,57.14965878,4.006754682
270.4,27484,40.6,38.1,2.57,51.4,52,0.2,20.6,39.2,56.5,52.68518519,4.36746988
248.1,40260,18.6,41.1,2.52,53.3,31.8,7.6,6.2,63.6,38.7,51.97446556,5.546875
225.1,52377,12.6,36.7,2.73,57.1,47.6,3.2,11.5,67.9,35.6,59.26801589,6.956521739
229.5,30828,27.1,41.6,2.56,53,48.9,7.5,14.7,51.2,48.9,52.61639885,4.84804631
206.3,43945,17.6,42.6,0.024,56.4,46.8,3.6,11.5,66,38,53.73980054,5.675616678
218,30460,25.2,43.4,2.51,58.4,35.2,2.8,7.4,51.8,44.6,56.45325203,11.46987952
227.9,30172,26.2,42.7,2.39,55.9,42.3,2.2,9.5,55.3,48.3,53.49988746,3.581020591
205.9,41139,20.8,38.8,2.61,48.4,39.1,4.6,10.4,59.6,39.1,48.1167057,5.746046657
242.8,30872,30.4,40.7,2.45,51.9,40.2,0.9,9.6,47.3,51.8,56.8843594,6.742424242
207.1,38916,21.6,41.5,2.6,55.2,42.2,3.4,10.3,60.5,40.3,56.41736719,5.430404297
185.4,54540,12.7,37.9,2.62,54.7,50.2,1.7,9.8,68.5,34.3,55.86608789,7.048374906
267.6,37061,19.4,501.6,2.47,54.6,41.9,0,7.7,55.3,42.4,53.15155807,4.939063502
222.1,38261,19.7,40.2,2.7,57.2,53.5,3.4,9.6,59.9,42.5,57.92579144,7.169811321
163.6,92097,5.5,39.6,2.98,57.5,32.6,7.9,4.3,85.1,20,68.27869684,4.704009263
159.8,43626,17.4,41.7,2.59,54.5,57.1,7.5,8.6,66,38.6,53.21367936,5.220713073
263.1,23047,45.1,43,2.56,52.7,35.9,1.8,8.8,35.9,59.3,42.63959391,4.527559055
188.1,47023,15.6,41.5,2.67,55.5,47.6,10.3,6.4,67,36.5,56.23599701,5.568862275
280.8,31265,27.5,41.4,2.47,53.6,35.5,7.6,13.9,48.3,48.4,50.8032491,4.955913652
238.4,32666,27.4,41.1,2.38,54.6,35.8,6.3,10.7,53.1,49.4,51.64216812,5.073851204
292.5,32783,26.7,38.4,2.56,45.4,40.9,2.4,8.3,52.9,46.2,42.68932243,5.682216766
219.5,32767,26,42,2.45,52.1,31.7,5.8,9.1,60.1,45,49.29082171,6.00624025
274,37281,23,46.7,2.31,53,54.8,0,6.7,55.8,46.3,52.25806452,1.204819277
228.1,33789,24.1,41.8,2.51,55.3,33.8,3.8,11,55.3,46,53.10376076,4.281183932
235.2,37287,23.4,32.2,2.44,41.6,16,4,6.5,61.2,34.8,45.80894404,4.886769964
214.9,33623,26.3,42.9,2.48,49.9,36.5,2.5,11.8,50.7,49.2,46.04255319,3.919463087
179.6,61989,10.9,35.8,2.65,55.6,35.3,7.4,6.9,75.4,24.8,56.81016231,5.258156478
155.7,57447,12.8,38.7,2.67,55.7,36.9,3.8,5.7,71.6,29.3,58.37739174,5.768189204
225.7,45269,15,39.6,2.56,52.4,38.4,4.1,7,61.9,36.6,50.15457088,5.726431608
180.9,67437,8.8,40.5,2.72,64.1,36.9,3.1,6.4,78.9,25.2,66.0330321,6.220984215
205,34633,26.7,39.2,2.46,45.6,39.8,4.1,9.6,55.7,44.1,45.73340196,4.008328995
183.7,40002,19.3,36.9,2.7,53.7,44.2,1.4,8.5,52.5,39.6,52.7479746,6.25698324
214.9,44676,15.8,45.1,2.35,56.6,25.2,15.5,8.4,62.3,38.8,52.82673761,4.195088677
228.4,46708,16.2,41.1,2.46,60.3,43.1,0.9,14.6,66.7,33.7,57.60992108,5.038961039
195.5,44119,18.9,37.1,2.43,47.9,43.5,2.3,7.8,60.9,38.7,50.4494786,4.645550528
192.7,48925,18.3,32.8,2.48,47.2,29.6,8.1,7.9,68.2,30.5,47.69427369,5.172199041
180.2,39983,19.7,41.5,2.56,52.6,29.2,2.6,6.1,68.7,33.9,53.83759733,5.399151562
202.2,30619,26.2,42,2.57,48.7,40.3,2.3,12.6,50.2,51.9,48.37691045,6.951992754
213.7,43024,17.3,39.7,2.54,56.5,41.1,1.8,7.2,62.7,38.6,56.54123611,4.724137931
